Subject,Predicate,Object,ObjectLabel
F1918.148a-d,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1918.148a-d,url
F1916.689,图片,https://ids.si.edu/ids/iiif/FS-7694_07/full/full/0/default.jpg,images
S2012.9.4868,博物馆,弗利尔美术馆,museum
F1916.572,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1916.572,url
S2012.9.3589,图片,https://ids.si.edu/ids/iiif/FS-7675_32/full/full/0/default.jpg,images
S2012.9.1277,博物馆,弗利尔美术馆,museum
S2012.9.4410,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.4410,url
F1948.12,博物馆,弗利尔美术馆,museum
F1911.154c,博物馆,弗利尔美术馆,museum
FSC-O-3,博物馆,弗利尔美术馆,museum
F1914.3,博物馆,弗利尔美术馆,museum
S2012.9.598.1-6,图片,https://ids.si.edu/ids/iiif/FS-rls_734.1.3.5.6-000001/full/full/0/default.jpg,images
F1911.257,博物馆,弗利尔美术馆,museum
F1917.558,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1917.558,url
S2012.9.2623,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.2623,url
F1955.15a-c,博物馆,弗利尔美术馆,museum
F1917.149,图片,https://ids.si.edu/ids/iiif/FS-7869_04/full/full/0/default.jpg,images
F1949.17,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1949.17,url
F1956.6,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1956.6,url
FSC-P-4214,图片,https://ids.si.edu/ids/iiif/FS-FSC-P-4214_1-000001/full/full/0/default.jpg,images
S2012.9.47,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.47,url
F1911.585a-b,图片,https://ids.si.edu/ids/iiif/FS-8009_15/full/full/0/default.jpg,images
F1914.46,博物馆,弗利尔美术馆,museum
S2012.9.2819,博物馆,弗利尔美术馆,museum
F1998.151,博物馆,弗利尔美术馆,museum
FSC-R-394,博物馆,弗利尔美术馆,museum
F1914.112,图片,https://ids.si.edu/ids/iiif/FS-F1914.112_001/full/full/0/default.jpg,images
F1911.156t,图片,https://ids.si.edu/ids/iiif/FS-7412_26/full/full/0/default.jpg,images
F1905.82,博物馆,弗利尔美术馆,museum
S2012.9.2961,图片,https://ids.si.edu/ids/iiif/FS-7836_39/full/full/0/default.jpg,images
F1980.174,图片,https://ids.si.edu/ids/iiif/FS-5826_14/full/full/0/default.jpg,images
S2012.9.2484,博物馆,弗利尔美术馆,museum
S2012.9.4098,图片,https://ids.si.edu/ids/iiif/FS-7839_09/full/full/0/default.jpg,images
FSC-B-253,图片,https://ids.si.edu/ids/iiif/FS-FSC-B-253/full/full/0/default.jpg,images
S2012.9.3417,图片,https://ids.si.edu/ids/iiif/FS-rls234/full/full/0/default.jpg,images
S2012.9.118,博物馆,弗利尔美术馆,museum
F1917.238,博物馆,弗利尔美术馆,museum
F1916.615,图片,https://ids.si.edu/ids/iiif/FS-7685_18/full/full/0/default.jpg,images
S1987.506,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S1987.506,url
S2012.9.874,博物馆,弗利尔美术馆,museum
FSC-P-4174,图片,https://ids.si.edu/ids/iiif/FS-FSC-P-4174_1/full/full/0/default.jpg,images
F1914.55,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1914.55,url
F1998.104,博物馆,弗利尔美术馆,museum
F1984.9,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1984.9,url
FSC-B-568,博物馆,弗利尔美术馆,museum
FSC-R-121a-b,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_FSC-R-121a-b,url
F1909.205,图片,https://ids.si.edu/ids/iiif/FS-F1909.205_001/full/full/0/default.jpg,images
S2012.9.3974,图片,https://ids.si.edu/ids/iiif/FS-7675_31/full/full/0/default.jpg,images
S2012.9.1864,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.1864,url
S2012.9.295,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.295,url
FSC-P-2751,图片,https://ids.si.edu/ids/iiif/FS-FSC-P-2751_1/full/full/0/default.jpg,images
S1987.765,博物馆,弗利尔美术馆,museum
S2012.9.823,图片,https://ids.si.edu/ids/iiif/FS-7649_17/full/full/0/default.jpg,images
F1911.156m,图片,https://ids.si.edu/ids/iiif/FS-7412_19/full/full/0/default.jpg,images
S2012.9.4528,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.4528,url
S2012.9.787,博物馆,弗利尔美术馆,museum
F1916.334,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1916.334,url
F1911.166b,博物馆,弗利尔美术馆,museum
F1999.8,博物馆,弗利尔美术馆,museum
FSC-P-29,图片,https://ids.si.edu/ids/iiif/FS-fsc-p-29v1/full/full/0/default.jpg,images
S2012.9.1397,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.1397,url
F1917.222,图片,https://ids.si.edu/ids/iiif/FS-7445_50/full/full/0/default.jpg,images
F1952.25,图片,https://ids.si.edu/ids/iiif/FS-6381_08/full/full/0/default.jpg,images
FSC-G-49a-c,博物馆,弗利尔美术馆,museum
F1912.89,图片,https://ids.si.edu/ids/iiif/FS-8183_12/full/full/0/default.jpg,images
S2012.9.4862,图片,https://ids.si.edu/ids/iiif/FS-7665_11/full/full/0/default.jpg,images
F1939.22,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1939.22,url
FSC-R-379,博物馆,弗利尔美术馆,museum
S2012.9.3376,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.3376,url
F1906.249,博物馆,弗利尔美术馆,museum
S2012.9.2536,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.2536,url
F2002.4,博物馆,弗利尔美术馆,museum
FSC-P-3550,图片,https://ids.si.edu/ids/iiif/FS-FSC-P-3550_1/full/full/0/default.jpg,images
S2012.9.497,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.497,url
F1954.12,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1954.12,url
S2012.9.478,博物馆,弗利尔美术馆,museum
FSC-R-117a-b,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_FSC-R-117a-b,url
F1998.94,图片,https://ids.si.edu/ids/iiif/FS-7306_02/full/full/0/default.jpg,images
S2012.9.907,博物馆,弗利尔美术馆,museum
F1975.6,博物馆,弗利尔美术馆,museum
FSC-P-165,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_FSC-P-165,url
FSC-P-2311,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_FSC-P-2311,url
S2012.9.1342,图片,https://ids.si.edu/ids/iiif/FS-7838_29/full/full/0/default.jpg,images
F1911.241,博物馆,弗利尔美术馆,museum
FSC-R-183,博物馆,弗利尔美术馆,museum
FSC-R-366,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_FSC-R-366,url
S2012.9.745,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.745,url
FSC-P-3937,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_FSC-P-3937,url
F1998.246.1-2,图片,https://ids.si.edu/ids/iiif/FS-5595_11/full/full/0/default.jpg,images
FSC-P-9,图片,https://ids.si.edu/ids/iiif/FS-FSC-P-9_1_FSC-P-10_1/full/full/0/default.jpg,images
FSC-P-792,博物馆,弗利尔美术馆,museum
F1916.530,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1916.530,url
FSC-X-11,图片,https://ids.si.edu/ids/iiif/FS-FSC-X-11/full/full/0/default.jpg,images
S1987.207.4,博物馆,弗利尔美术馆,museum
S2012.9.4214,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.4214,url
F1916.39,博物馆,弗利尔美术馆,museum
F1903.112,图片,https://ids.si.edu/ids/iiif/FS-6541_02/full/full/0/default.jpg,images
FSC-P-4229,博物馆,弗利尔美术馆,museum
S2012.9.4004,图片,https://ids.si.edu/ids/iiif/FS-7816_42/full/full/0/default.jpg,images
S2012.9.4319,博物馆,弗利尔美术馆,museum
S2012.9.2813,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.2813,url
F1909.404,博物馆,弗利尔美术馆,museum
FSC-P-3530,图片,https://ids.si.edu/ids/iiif/FS-FSC-P-3530_1/full/full/0/default.jpg,images
S2012.9.1829,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.1829,url
F1998.83,博物馆,弗利尔美术馆,museum
F1911.113,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1911.113,url
S2012.9.435,博物馆,弗利尔美术馆,museum
F1956.7,博物馆,弗利尔美术馆,museum
F1915.141,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1915.141,url
F1911.247,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1911.247,url
S2012.9.2086.1,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.2086.1,url
S2012.9.2832,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.2832,url
S2012.9.3019,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.3019,url
S2012.9.996,图片,https://ids.si.edu/ids/iiif/FS-7665_38/full/full/0/default.jpg,images
F1984.4,博物馆,弗利尔美术馆,museum
F1944.11,博物馆,弗利尔美术馆,museum
S1997.36,博物馆,弗利尔美术馆,museum
F1917.54,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1917.54,url
F1919.173,博物馆,弗利尔美术馆,museum
F1939.73a-c,图片,https://ids.si.edu/ids/iiif/FS-7563_09/full/full/0/default.jpg,images
S1987.412,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S1987.412,url
F1997.45.1-2,图片,https://ids.si.edu/ids/iiif/FS-7438_36/full/full/0/default.jpg,images
S2012.9.953,博物馆,弗利尔美术馆,museum
S2012.9.2002,图片,https://ids.si.edu/ids/iiif/FS-7663_04/full/full/0/default.jpg,images
F1980.193a-b,图片,https://ids.si.edu/ids/iiif/FS-7761_16/full/full/0/default.jpg,images
S1987.207.5,图片,https://ids.si.edu/ids/iiif/FS-5553_09/full/full/0/default.jpg,images
F1916.145,图片,https://ids.si.edu/ids/iiif/FS-8546_22/full/full/0/default.jpg,images
FSC-P-560,图片,https://ids.si.edu/ids/iiif/FS-FSC-P-560_1/full/full/0/default.jpg,images
F1911.59a-b,博物馆,弗利尔美术馆,museum
S1987.855,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S1987.855,url
F1909.246g,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1909.246g,url
F1909.286,博物馆,弗利尔美术馆,museum
S2012.9.1246,图片,https://ids.si.edu/ids/iiif/FS-7865_34/full/full/0/default.jpg,images
S1987.785,博物馆,弗利尔美术馆,museum
S2012.9.4894,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.4894,url
F1980.202h,图片,https://ids.si.edu/ids/iiif/FS-6088_04/full/full/0/default.jpg,images
S2012.9.3025,图片,https://ids.si.edu/ids/iiif/FS-7844_09/full/full/0/default.jpg,images
FSC-S-23,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_FSC-S-23,url
S2012.9.3204,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.3204,url
F1998.56.2,博物馆,弗利尔美术馆,museum
F1916.625,博物馆,弗利尔美术馆,museum
S1987.416,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S1987.416,url
F1997.88.2,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1997.88.2,url
FSC-P-446,图片,https://ids.si.edu/ids/iiif/FS-FSC-P-446_1-000001/full/full/0/default.jpg,images
S1987.442,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S1987.442,url
S1987.211.1,图片,https://ids.si.edu/ids/iiif/FS-8119_13/full/full/0/default.jpg,images
F1982.16a-b,博物馆,弗利尔美术馆,museum
F1913.153,图片,https://ids.si.edu/ids/iiif/FS-7258_16/full/full/0/default.jpg,images
F1912.49,图片,https://ids.si.edu/ids/iiif/FS-7680_07/full/full/0/default.jpg,images
S2012.9.1533,博物馆,弗利尔美术馆,museum
FSC-M-38,图片,https://ids.si.edu/ids/iiif/FS-FSC-M-38/full/full/0/default.jpg,images
FSC-P-4178a,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_FSC-P-4178a,url
S2012.9.960,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.960,url
S2012.9.4420,博物馆,弗利尔美术馆,museum
S2012.9.2693,博物馆,弗利尔美术馆,museum
F1979.44,博物馆,弗利尔美术馆,museum
F1923.23,博物馆,弗利尔美术馆,museum
S2012.9.40,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.40,url
S2012.9.1763,图片,https://ids.si.edu/ids/iiif/FS-rls4868/full/full/0/default.jpg,images
S2012.9.1393,博物馆,弗利尔美术馆,museum
F1946.9,博物馆,弗利尔美术馆,museum
FSC-P-2882,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_FSC-P-2882,url
S2012.9.4587,博物馆,弗利尔美术馆,museum
S2012.9.1831a-b,博物馆,弗利尔美术馆,museum
S2012.9.4404,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.4404,url
F1911.191,图片,https://ids.si.edu/ids/iiif/FS-7452_33/full/full/0/default.jpg,images
FSC-RE-7,博物馆,弗利尔美术馆,museum
S2012.9.4574,图片,https://ids.si.edu/ids/iiif/FS-7830_65/full/full/0/default.jpg,images
F1995.3.2a-b,图片,https://ids.si.edu/ids/iiif/FS-7761_25/full/full/0/default.jpg,images
FSC-P-2874,图片,https://ids.si.edu/ids/iiif/FS-FSC-P-2874_1/full/full/0/default.jpg,images
S2012.9.1522,图片,https://ids.si.edu/ids/iiif/FS-7640_34/full/full/0/default.jpg,images
FSC-P-3538,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_FSC-P-3538,url
S1987.514,博物馆,弗利尔美术馆,museum
S2012.9.2376,图片,https://ids.si.edu/ids/iiif/FS-0957_Singer1056/full/full/0/default.jpg,images
FSC-R-342a-f,图片,https://ids.si.edu/ids/iiif/FS-8495_16/full/full/0/default.jpg,images
S2012.9.2701.1-2,博物馆,弗利尔美术馆,museum
F1998.55.4,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1998.55.4,url
S2012.9.1657,图片,https://ids.si.edu/ids/iiif/FS-7663_37/full/full/0/default.jpg,images
S2012.9.3804,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.3804,url
S2012.9.2368,图片,https://ids.si.edu/ids/iiif/FS-7666_41/full/full/0/default.jpg,images
F1901.45,图片,https://ids.si.edu/ids/iiif/FS-7351_03/full/full/0/default.jpg,images
F1909.194,博物馆,弗利尔美术馆,museum
S2012.9.616,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.616,url
LTS1985.1.264.29,博物馆,弗利尔美术馆,museum
S2012.9.363,图片,https://ids.si.edu/ids/iiif/FS-S2012.9.363_001/full/full/0/default.jpg,images
F1906.29,图片,https://ids.si.edu/ids/iiif/FS-5796_11/full/full/0/default.jpg,images
FSC-X-15,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_FSC-X-15,url
F1914.60,博物馆,弗利尔美术馆,museum
F1911.355,图片,https://ids.si.edu/ids/iiif/FS-6973_07/full/full/0/default.jpg,images
F1980.209,博物馆,弗利尔美术馆,museum
S2012.9.3839,图片,https://ids.si.edu/ids/iiif/FS-rls_1163/full/full/0/default.jpg,images
F1989.5a-b,博物馆,弗利尔美术馆,museum
S2012.9.2144,图片,https://ids.si.edu/ids/iiif/FS-jane_4879/full/full/0/default.jpg,images
F1997.76.1-4,图片,https://ids.si.edu/ids/iiif/FS-7450_34/full/full/0/default.jpg,images
FSC-P-3883,博物馆,弗利尔美术馆,museum
FSC-P-2755,图片,https://ids.si.edu/ids/iiif/FS-FSC-P-2755_1/full/full/0/default.jpg,images
F1915.184,博物馆,弗利尔美术馆,museum
S2012.9.2644,博物馆,弗利尔美术馆,museum
S2012.9.910,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.910,url
S2012.9.2013,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.2013,url
FSC-B-12,博物馆,弗利尔美术馆,museum
F1919.104,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1919.104,url
S2012.9.1451a-b,图片,https://ids.si.edu/ids/iiif/FS-7857_64/full/full/0/default.jpg,images
F1998.237,博物馆,弗利尔美术馆,museum
F1906.282,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1906.282,url
S2012.9.2579,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.2579,url
FSC-P-2771,博物馆,弗利尔美术馆,museum
S2012.9.4117,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.4117,url
S2012.9.4048,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.4048,url
S2012.9.1506,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.1506,url
S2012.9.1276,图片,https://ids.si.edu/ids/iiif/FS-7671_66/full/full/0/default.jpg,images
S2012.9.3557,图片,https://ids.si.edu/ids/iiif/FS-7847_21/full/full/0/default.jpg,images
F1916.756,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1916.756,url
F1998.7,图片,https://ids.si.edu/ids/iiif/FS-F1998.7_002/full/full/0/default.jpg,images
S2012.9.2374.1-2,博物馆,弗利尔美术馆,museum
FSC-P-774,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_FSC-P-774,url
FSC-P-621,图片,https://ids.si.edu/ids/iiif/FS-FSC-P-621_2/full/full/0/default.jpg,images
F1914.100,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1914.100,url
S2012.9.2501,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_S2012.9.2501,url
S1991.67,博物馆,弗利尔美术馆,museum
F1957.22,博物馆,弗利尔美术馆,museum
F1909.235,博物馆,弗利尔美术馆,museum
F1914.33,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1914.33,url
F1919.34,博物馆,弗利尔美术馆,museum
FSC-P-921,博物馆,弗利尔美术馆,museum
FSC-L-21,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_FSC-L-21,url
S2012.9.1504,博物馆,弗利尔美术馆,museum
F1915.152,博物馆,弗利尔美术馆,museum
S2012.9.2714,博物馆,弗利尔美术馆,museum
F1911.199,博物馆,弗利尔美术馆,museum
F1985.8a-e,链接,https://asia.si.edu/explore-art-culture/collections/search/edanmdm:fsg_F1985.8a-e,url
S2012.9.331,图片,https://ids.si.edu/ids/iiif/FS-S2012.9.331_001/full/full/0/default.jpg,images
F1909.243f,博物馆,弗利尔美术馆,museum
