Subject,Predicate,Object,ObjectLabel
2005.5.569,博物馆,亚伯达大学,museum
2005.5.384.2,链接,https://search.museums.ualberta.ca/21-20848,url
2004.19.3.2,链接,https://search.museums.ualberta.ca/21-20075,url
2005.5.545.2,链接,https://search.museums.ualberta.ca/21-20613,url
2005.5.575.1,博物馆,亚伯达大学,museum
2004.19.2.23,博物馆,亚伯达大学,museum
2005.5.634,博物馆,亚伯达大学,museum
2005.5.588.2,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_588_002_ve_s19-12v01.jpg,images
2005.5.363.2,链接,https://search.museums.ualberta.ca/21-20812,url
2004.19.46,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_046_s21-03v01.jpg,images
2004.19.3.20,博物馆,亚伯达大学,museum
2005.5.493,图片,https://media.museums.ualberta.ca/UAAC/full/2005/05_005_493s01v01.jpg,images
2005.5.605.1.2,博物馆,亚伯达大学,museum
2005.5.398,博物馆,亚伯达大学,museum
2005.5.119,博物馆,亚伯达大学,museum
2005.5.603.1.2,博物馆,亚伯达大学,museum
2004.19.3.19,博物馆,亚伯达大学,museum
2005.5.254,链接,https://search.museums.ualberta.ca/21-19476,url
2005.5.395.2,图片,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_395_002_ve_s22-02v01.jpg,images
2005.5.417,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_417_s19-12v01.jpg,images
2010.20.2,链接,https://search.museums.ualberta.ca/21-23637,url
2005.5.183,博物馆,亚伯达大学,museum
2005.5.590.1,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_590_001_ve_s19-12v01.jpg,images
2004.19.68.1.11,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_068_001_011_s21-03v01.jpg,images
2004.19.89,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_058_ve_s21-03v01.jpg,images
2005.5.506.1,链接,https://search.museums.ualberta.ca/21-20803,url
2005.5.62,链接,https://search.museums.ualberta.ca/21-19284,url
2004.19.1.1.33,链接,https://search.museums.ualberta.ca/21-20241,url
2005.5.557.1,博物馆,亚伯达大学,museum
2005.5.240.1,链接,https://search.museums.ualberta.ca/21-20888,url
2005.5.99,链接,https://search.museums.ualberta.ca/21-19321,url
2005.5.448.3,链接,https://search.museums.ualberta.ca/21-20971,url
2005.5.522,博物馆,亚伯达大学,museum
2005.5.553.1,博物馆,亚伯达大学,museum
2004.19.64.3.2,博物馆,亚伯达大学,museum
2005.5.554.2,链接,https://search.museums.ualberta.ca/21-20633,url
2005.5.601,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_601_ve_s19-12v01.jpg,images
2005.5.621.5.2.1,链接,https://search.museums.ualberta.ca/21-21042,url
2005.5.571.2,链接,https://search.museums.ualberta.ca/21-20651,url
2009.8.11.1,链接,https://search.museums.ualberta.ca/21-22844,url
2005.5.437,图片,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_437_re_g02_s22-02v01.jpg,images
2005.5.562.1.2,图片,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_279_re_s23-01v01.jpg,images
2005.5.295.3,链接,https://search.museums.ualberta.ca/21-20861,url
2004.19.73.4.2,博物馆,亚伯达大学,museum
2005.5.127,博物馆,亚伯达大学,museum
2005.5.29,链接,https://search.museums.ualberta.ca/21-19251,url
2005.5.531,链接,https://search.museums.ualberta.ca/21-19753,url
2005.5.284,链接,https://search.museums.ualberta.ca/21-19506,url
2005.5.395.7,博物馆,亚伯达大学,museum
2005.5.480,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_480_ve_op_s19-12v01.jpg,images
2005.5.295.1,图片,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_295_001_re_s22-02v01.jpg,images
2005.5.621.5.2.2,博物馆,亚伯达大学,museum
2005.5.548.1,博物馆,亚伯达大学,museum
2005.5.77,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_077_op_s19-12v01.jpg,images
2004.19.38.3,博物馆,亚伯达大学,museum
2004.19.75.2.2,图片,https://media.museums.ualberta.ca/UAAC/full/2004/19-75-2-2_2.jpg,images
2005.5.236,博物馆,亚伯达大学,museum
2005.5.621.1,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_621_001_d02_s20-02v01.jpg,images
2005.5.338,链接,https://search.museums.ualberta.ca/21-19560,url
2005.5.402.1,博物馆,亚伯达大学,museum
2004.19.9.9,链接,https://search.museums.ualberta.ca/21-20505,url
2005.5.581.1,图片,https://media.museums.ualberta.ca/UAAC/ppt/2009/09_002_001s01v01p04.jpg,images
2004.19.38.4,链接,https://search.museums.ualberta.ca/21-20403,url
2004.19.46,链接,https://search.museums.ualberta.ca/21-19111,url
2010.16.1.9,图片,https://media.museums.ualberta.ca/UAAC/ppt/2010/10_016_001_009s01v01.jpg,images
2004.19.78.1,博物馆,亚伯达大学,museum
2005.5.229,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_229_re_d01_s19-12v01.jpg,images
2022.7.1,图片,https://media.museums.ualberta.ca/UAAC/fullres/2022/2022_007_001_ve_s23-03v01.jpg,images
2005.5.147,链接,https://search.museums.ualberta.ca/21-19369,url
2005.5.557.1,图片,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_557_001_ve_s23-03v01.jpg,images
2005.5.536,链接,https://search.museums.ualberta.ca/21-19758,url
2004.19.2.14,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_002_014_s21-10v01.jpg,images
2004.19.3.7,链接,https://search.museums.ualberta.ca/21-20080,url
2005.5.310,链接,https://search.museums.ualberta.ca/21-19532,url
2010.20.1.8.5,链接,https://search.museums.ualberta.ca/21-23729,url
2005.5.538,图片,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_538_re_s23-01v01.jpg,images
2004.19.72.10,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_072_010_s21-03v01.jpg,images
2005.5.244.3,链接,https://search.museums.ualberta.ca/21-20892,url
2005.5.576.1.1,图片,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_001_004_s20-02v01.jpg,images
2005.5.143.2,链接,https://search.museums.ualberta.ca/21-20818,url
2004.19.15,图片,https://media.museums.ualberta.ca/UAAC/full/2004/19-15_4.jpg,images
2004.19.75,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_416_002_ve_s20-02v01.jpg,images
2005.5.388,博物馆,亚伯达大学,museum
2004.19.3.22,链接,https://search.museums.ualberta.ca/21-20109,url
2004.19.2.44,博物馆,亚伯达大学,museum
2005.5.297,链接,https://search.museums.ualberta.ca/21-19519,url
2005.5.503,博物馆,亚伯达大学,museum
2010.20.1.5.5,链接,https://search.museums.ualberta.ca/21-23707,url
2005.5.189,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_189_d02_s19-12v01.jpg,images
2004.19.38.7,博物馆,亚伯达大学,museum
2005.5.245.1,链接,https://search.museums.ualberta.ca/21-20893,url
2005.5.305,博物馆,亚伯达大学,museum
2005.5.384,链接,https://search.museums.ualberta.ca/21-19606,url
2005.5.87.7,链接,https://search.museums.ualberta.ca/21-20908,url
2005.5.230.1,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_230_001_ve_s19-12v01.jpg,images
2005.5.245,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_545_002_ve_s19-12v01.jpg,images
2004.19.64.1,图片,https://media.museums.ualberta.ca/UAAC/bfw/2004/2004_019_064_001_m01_text_s20-02v01.jpg,images
2004.19.8,链接,https://search.museums.ualberta.ca/21-19073,url
2004.19.1.1.32,链接,https://search.museums.ualberta.ca/21-20240,url
2004.19.29.2.1,链接,https://search.museums.ualberta.ca/21-20526,url
2005.5.511,博物馆,亚伯达大学,museum
2005.5.541,图片,https://media.museums.ualberta.ca/UAAC/full/2005/05_005_541s03v01d02.jpg,images
2010.20.1.7.6,博物馆,亚伯达大学,museum
2009.8.11.3,链接,https://search.museums.ualberta.ca/21-22846,url
2005.5.4,链接,https://search.museums.ualberta.ca/21-19226,url
2004.19.1.1.57,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_057_s21-03v01.jpg,images
2004.19.68.1.17,博物馆,亚伯达大学,museum
2004.19.72.3,博物馆,亚伯达大学,museum
2005.5.207,博物馆,亚伯达大学,museum
2005.5.580,博物馆,亚伯达大学,museum
2005.5.576.2,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_576_002_ve_s19-12v01.jpg,images
2004.19.2.44,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_002_044_s21-10v01.jpg,images
2005.5.332,链接,https://search.museums.ualberta.ca/21-19554,url
2004.19.91.1,博物馆,亚伯达大学,museum
2005.5.559.1.2,链接,https://search.museums.ualberta.ca/21-20644,url
2009.8.4,博物馆,亚伯达大学,museum
2005.5.579,博物馆,亚伯达大学,museum
2010.20.1.2.3,图片,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_002_003_s20-02v01.jpg,images
2005.5.88.8,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_088_008_ve_s20-02v01.jpg,images
2005.5.284.2,博物馆,亚伯达大学,museum
2005.5.610,链接,https://search.museums.ualberta.ca/21-19832,url
2005.5.545,链接,https://search.museums.ualberta.ca/21-19767,url
2004.19.1.1.1,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_001_s21-03v01.jpg,images
2005.5.296,链接,https://search.museums.ualberta.ca/21-19518,url
2005.5.273,博物馆,亚伯达大学,museum
2004.19.1.1.10,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_010_s21-03v01.jpg,images
2005.5.512.2,博物馆,亚伯达大学,museum
2004.19.38.19,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_038_019_s21-10v01.jpg,images
2005.5.323,博物馆,亚伯达大学,museum
2005.5.552,博物馆,亚伯达大学,museum
2010.20.1.1.3,图片,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_001_003_s20-02v01.jpg,images
2004.19.1.1.31,博物馆,亚伯达大学,museum
2005.5.463,图片,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_463_re_g04_s23-01v01.jpg,images
2011.16.1.3,博物馆,亚伯达大学,museum
2004.19.53,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_053_s22-02v01.jpg,images
2005.5.558.1,图片,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_558_001_ve_s23-03v01.jpg,images
2005.5.69,链接,https://search.museums.ualberta.ca/21-19291,url
2005.5.155,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_155_op_s19-12v01.jpg,images
2005.5.566.1.2,图片,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_017_086_s19-12v01.jpg,images
2004.19.72.12,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_072_012_s21-03v01.jpg,images
2010.20.1.4.2,链接,https://search.museums.ualberta.ca/21-23698,url
2005.5.369,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_369_d01_s19-12v01.jpg,images
2005.5.382.2,博物馆,亚伯达大学,museum
2005.5.294.1,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_294_001_s19-12v01.jpg,images
2004.19.38.9,博物馆,亚伯达大学,museum
2005.5.284.3,链接,https://search.museums.ualberta.ca/21-20936,url
2005.5.603.2,链接,https://search.museums.ualberta.ca/21-20747,url
2005.5.416,链接,https://search.museums.ualberta.ca/21-19638,url
2005.5.576.2,博物馆,亚伯达大学,museum
2004.19.64.3.1,博物馆,亚伯达大学,museum
2004.19.3.6,博物馆,亚伯达大学,museum
2005.5.519,链接,https://search.museums.ualberta.ca/21-19741,url
2005.5.242,链接,https://search.museums.ualberta.ca/21-19464,url
2004.19.9.13,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_009_013_s21-10v01.jpg,images
2005.5.472,博物馆,亚伯达大学,museum
2005.5.599,链接,https://search.museums.ualberta.ca/21-19821,url
2005.12.72,链接,https://search.museums.ualberta.ca/13-171450,url
2004.19.1.1.8,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_008_s21-03v01.jpg,images
2005.5.172,图片,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_172_ve_s21-03v01.jpg,images
2005.5.621.6.1,链接,https://search.museums.ualberta.ca/21-21045,url
2005.5.343,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_343_ve_s19-12v01.jpg,images
2005.5.147.2,博物馆,亚伯达大学,museum
2005.5.512,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_073_001_back_s21-03v01.jpg,images
2005.5.562.1,博物馆,亚伯达大学,museum
2005.5.486,链接,https://search.museums.ualberta.ca/21-19708,url
2005.5.60,链接,https://search.museums.ualberta.ca/21-19282,url
2005.5.442,链接,https://search.museums.ualberta.ca/21-19664,url
2004.19.2.14,链接,https://search.museums.ualberta.ca/21-19963,url
2004.19.79.4,博物馆,亚伯达大学,museum
2010.20.1.1.3,链接,https://search.museums.ualberta.ca/21-23679,url
2005.5.402.1.1,链接,https://search.museums.ualberta.ca/21-20964,url
2005.5.140.1,链接,https://search.museums.ualberta.ca/21-20875,url
2005.5.562.1.2,博物馆,亚伯达大学,museum
2005.5.73,博物馆,亚伯达大学,museum
2005.5.558,博物馆,亚伯达大学,museum
2005.5.596.1.2,链接,https://search.museums.ualberta.ca/21-20756,url
2005.5.592,博物馆,亚伯达大学,museum
2005.5.16,博物馆,亚伯达大学,museum
2004.19.11.4,链接,https://search.museums.ualberta.ca/21-20451,url
2004.19.2.19,链接,https://search.museums.ualberta.ca/21-19971,url
2010.20.1.5.2,图片,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_005_002_s20-02v01.jpg,images
2010.20.1.5.5,博物馆,亚伯达大学,museum
2005.5.186,图片,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_186_ve_s21-03v01.jpg,images
2005.5.385,博物馆,亚伯达大学,museum
2010.21.10,博物馆,亚伯达大学,museum
2005.5.536,博物馆,亚伯达大学,museum
2005.5.247,链接,https://search.museums.ualberta.ca/21-19469,url
2005.5.385.1,链接,https://search.museums.ualberta.ca/21-20837,url
2010.21.10.1,图片,https://media.museums.ualberta.ca/UAAC/ppt/2009/09_002_016_001s01v01.jpg,images
2004.19.2.28,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_002_028_s21-10v01.jpg,images
2005.5.410.1,链接,https://search.museums.ualberta.ca/21-20795,url
2005.5.87.6,博物馆,亚伯达大学,museum
2010.16.1.3,链接,https://search.museums.ualberta.ca/21-23571,url
2004.19.2.1,博物馆,亚伯达大学,museum
2005.5.242,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_242_ve_s19-12v01.jpg,images
2005.5.337.2.2,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_090_ve_s20-02v01.jpg,images
2005.5.40,链接,https://search.museums.ualberta.ca/21-19262,url
2004.19.9.8,博物馆,亚伯达大学,museum
2004.19.32,博物馆,亚伯达大学,museum
2005.5.403,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_281_ve_g02_s20-02v01.jpg,images
2005.5.363,图片,https://media.museums.ualberta.ca/UAAC/ppt/2016/16_003_001s01v01.jpg,images
2005.5.561.2,博物馆,亚伯达大学,museum
2005.5.400,图片,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_400_ve_s21-03v01.jpg,images
2005.5.533.2,博物馆,亚伯达大学,museum
2005.5.379,博物馆,亚伯达大学,museum
2005.5.351,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_351_s20-02v01.jpg,images
2010.16.1.12,图片,https://media.museums.ualberta.ca/UAAC/ppt/2010/10_016_001_012s01v01.jpg,images
2005.5.343,链接,https://search.museums.ualberta.ca/21-19565,url
2005.5.596.1.1,链接,https://search.museums.ualberta.ca/21-20755,url
2005.5.604.1,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_028_d01_s22-02v01.jpg,images
2005.5.346.1,博物馆,亚伯达大学,museum
2005.5.269,图片,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_269_d02_seaweed_s23-01v01.jpg,images
2009.8.6,图片,https://media.museums.ualberta.ca/UAAC/ppt/2009/09_008_006s01v01d02.jpg,images
2010.20.1.2.2,博物馆,亚伯达大学,museum
2005.5.426.1,图片,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_426_001_re_s22-02v01.jpg,images
2022.7.6.2,博物馆,亚伯达大学,museum
2005.5.8,图片,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_008_ve_s21-03v01.jpg,images
2004.19.38.16,博物馆,亚伯达大学,museum
2004.19.2.42,链接,https://search.museums.ualberta.ca/21-20053,url
2005.5.140.3,图片,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_140_003_m01_s22-02v01.jpg,images
CCEA2003.5.11,博物馆,亚伯达大学,museum
2004.19.2.24,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_002_024_s21-10v01.jpg,images
2005.5.441.1,链接,https://search.museums.ualberta.ca/21-20798,url
2005.5.414,博物馆,亚伯达大学,museum
2004.19.1.1.18,链接,https://search.museums.ualberta.ca/21-20204,url
2004.19.2.11,博物馆,亚伯达大学,museum
2004.19.38.25,链接,https://search.museums.ualberta.ca/21-20424,url
2005.5.91,博物馆,亚伯达大学,museum
2005.5.97,博物馆,亚伯达大学,museum
2005.5.503.1,博物馆,亚伯达大学,museum
2004.19.3.18,博物馆,亚伯达大学,museum
2004.19.68.1.1,博物馆,亚伯达大学,museum
2004.19.81,博物馆,亚伯达大学,museum
2004.19.38,链接,https://search.museums.ualberta.ca/21-19103,url
2005.5.582,博物馆,亚伯达大学,museum
2005.5.578.2,博物馆,亚伯达大学,museum
2005.5.564.2,链接,https://search.museums.ualberta.ca/21-20725,url
2005.5.600,博物馆,亚伯达大学,museum
2005.5.202,博物馆,亚伯达大学,museum
2005.5.291,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_291_s19-12v01.jpg,images
2005.5.197,博物馆,亚伯达大学,museum
2005.5.508,博物馆,亚伯达大学,museum
2004.19.38,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_038_cover_ve_s21-10v01.jpg,images
2005.5.69.2,链接,https://search.museums.ualberta.ca/21-20872,url
2004.19.2.1,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_002_001_s21-10v01.jpg,images
2005.5.509,链接,https://search.museums.ualberta.ca/21-19731,url
2004.19.1,图片,https://media.museums.ualberta.ca/UAAC/full/2004/19-1-3_1.jpg,images
2004.19.68.1.20,链接,https://search.museums.ualberta.ca/21-19892,url
2005.5.238.1,博物馆,亚伯达大学,museum
2004.19.51,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_051_m01_s22-02v01.jpg,images
2005.5.179,图片,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_179_ve_s21-03v01.jpg,images
2004.19.2.32,博物馆,亚伯达大学,museum
2004.19.64.2,图片,https://media.museums.ualberta.ca/UAAC/bfw/2004/2004_019_064_002_s20-02v01.jpg,images
2004.19.31.1,链接,https://search.museums.ualberta.ca/21-20516,url
2005.5.603.2,博物馆,亚伯达大学,museum
2005.5.631.1,链接,https://search.museums.ualberta.ca/21-21053,url
2004.19.1.1.10,博物馆,亚伯达大学,museum
2010.20.1.8.1,链接,https://search.museums.ualberta.ca/21-23725,url
2005.5.524,链接,https://search.museums.ualberta.ca/21-19746,url
2004.19.64,博物馆,亚伯达大学,museum
2005.5.361,链接,https://search.museums.ualberta.ca/21-19583,url
2005.5.572.2,博物馆,亚伯达大学,museum
2004.19.38.9,链接,https://search.museums.ualberta.ca/21-20408,url
2005.5.398,图片,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_398_re_m01_s21-03v01.jpg,images
2005.5.386,博物馆,亚伯达大学,museum
2005.5.69,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_069_ve_s20-02v01.jpg,images
2005.5.450,链接,https://search.museums.ualberta.ca/21-19672,url
2004.19.2.2,链接,https://search.museums.ualberta.ca/21-19946,url
2005.5.154,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_154_ve_s19-12v01.jpg,images
2010.16.1.11,博物馆,亚伯达大学,museum
2010.20.1.7.2,博物馆,亚伯达大学,museum
2005.5.86,链接,https://search.museums.ualberta.ca/21-19308,url
2005.5.419,链接,https://search.museums.ualberta.ca/21-19641,url
2005.5.557,博物馆,亚伯达大学,museum
2005.5.581,博物馆,亚伯达大学,museum
2005.5.231,链接,https://search.museums.ualberta.ca/21-19453,url
2005.5.50,链接,https://search.museums.ualberta.ca/21-19272,url
2004.19.1.1.56,链接,https://search.museums.ualberta.ca/21-20265,url
2005.5.278.1,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_278_001_m01_s19-12v01.jpg,images
2005.5.570,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_570_002_re_s19-12v01.jpg,images
2005.5.560.1.1,博物馆,亚伯达大学,museum
2005.5.88.3,链接,https://search.museums.ualberta.ca/21-20910,url
2005.5.230.4,链接,https://search.museums.ualberta.ca/21-20885,url
2004.19.2.2,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_002_002_s21-10v01.jpg,images
2005.5.452,链接,https://search.museums.ualberta.ca/21-19674,url
2005.5.405,链接,https://search.museums.ualberta.ca/21-19627,url
2010.20.1.4.3,图片,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_004_003_s20-02v01.jpg,images
2004.19.85,博物馆,亚伯达大学,museum
2005.5.588.2,链接,https://search.museums.ualberta.ca/21-20686,url
2005.5.215,链接,https://search.museums.ualberta.ca/21-19437,url
2005.5.621.6.1.1,图片,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_005_003_s20-02v01.jpg,images
2005.5.273,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_273_ve_s20-02v01.jpg,images
2004.19.38.21,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_038_021_s21-10v01.jpg,images
2005.5.596.1,链接,https://search.museums.ualberta.ca/21-20754,url
2004.19.31.1,博物馆,亚伯达大学,museum
2004.19.30,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_030_d01_s21-10v01.jpg,images
2010.20.1.2,链接,https://search.museums.ualberta.ca/21-23669,url
2010.20.1.2.2,链接,https://search.museums.ualberta.ca/21-23686,url
2005.5.551,博物馆,亚伯达大学,museum
2004.19.2.46,博物馆,亚伯达大学,museum
2010.20.1.7.5,博物馆,亚伯达大学,museum
2005.5.141,图片,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_141_re_d02_s21-03v01.jpg,images
2005.5.64,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_064_s19-12v01.jpg,images
2005.5.237,链接,https://search.museums.ualberta.ca/21-19459,url
2005.5.514,链接,https://search.museums.ualberta.ca/21-19736,url
2004.19.79.3,博物馆,亚伯达大学,museum
2005.5.381.2,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_089_ve_s20-02v01.jpg,images
2010.17.87,链接,https://search.museums.ualberta.ca/21-23286,url
2004.19.57.1,链接,https://search.museums.ualberta.ca/21-20517,url
2004.19.71.10,博物馆,亚伯达大学,museum
2010.20.1.5.4,链接,https://search.museums.ualberta.ca/21-23706,url
2005.5.244.3,博物馆,亚伯达大学,museum
2005.5.432,链接,https://search.museums.ualberta.ca/21-19654,url
2005.5.595.1,博物馆,亚伯达大学,museum
2005.5.366,博物馆,亚伯达大学,museum
2005.5.553.1,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_553_001_ve_s19-12v01.jpg,images
2005.5.404,链接,https://search.museums.ualberta.ca/21-19626,url
2005.5.610,博物馆,亚伯达大学,museum
2005.5.259,博物馆,亚伯达大学,museum
2005.5.570.1.1,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_448_002_ve_s20-02v01.jpg,images
2005.5.621.6.1.2,博物馆,亚伯达大学,museum
2005.5.391.2,博物馆,亚伯达大学,museum
2004.19.38.8,链接,https://search.museums.ualberta.ca/21-20407,url
2005.5.59,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_59_s19-12v01.jpg,images
2005.5.275,链接,https://search.museums.ualberta.ca/21-19497,url
2004.19.68.1.13,链接,https://search.museums.ualberta.ca/21-19885,url
2005.5.587.2,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_587_002_ve_s19-12v01.jpg,images
2004.19.2.25,链接,https://search.museums.ualberta.ca/21-20006,url
2004.19.70.2.1,图片,https://media.museums.ualberta.ca/UAAC/full/2004/19-1-3_1.jpg,images
2005.5.578.1.1,博物馆,亚伯达大学,museum
2004.19.68.1.16,链接,https://search.museums.ualberta.ca/21-19888,url
2005.5.618,博物馆,亚伯达大学,museum
2004.19.91,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_038_015_s21-10v01.jpg,images
2005.5.390,链接,https://search.museums.ualberta.ca/21-19612,url
2005.5.350.1,链接,https://search.museums.ualberta.ca/21-20928,url
2005.5.296,博物馆,亚伯达大学,museum
2004.19.71.5,博物馆,亚伯达大学,museum
2005.5.320,博物馆,亚伯达大学,museum
2010.17.86,链接,https://search.museums.ualberta.ca/21-23285,url
2004.19.2.47,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_002_047_s21-10v01.jpg,images
2005.5.286.2,链接,https://search.museums.ualberta.ca/21-20856,url
2005.5.66,博物馆,亚伯达大学,museum
2005.5.549,博物馆,亚伯达大学,museum
2004.19.79.2,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_079_002_m01_alt_edit_s23-01v01.jpg,images
2004.19.68.1.7,博物馆,亚伯达大学,museum
2005.5.350,博物馆,亚伯达大学,museum
2004.19.79.6,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_079_006_m01_alt_edit_s23-01v01.jpg,images
2005.5.230.3,博物馆,亚伯达大学,museum
2005.5.173,图片,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_173_ve_s21-03v01.jpg,images
2005.5.607.1.2,博物馆,亚伯达大学,museum
2005.5.613,博物馆,亚伯达大学,museum
2005.5.504,链接,https://search.museums.ualberta.ca/21-19726,url
2004.19.68.1.18,博物馆,亚伯达大学,museum
2005.5.410.1,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_410_001_re_m01_s20-02v01.jpg,images
2005.5.416.1,博物馆,亚伯达大学,museum
2005.5.238.2,博物馆,亚伯达大学,museum
2010.20.1.6.4,博物馆,亚伯达大学,museum
2005.5.605,图片,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_605_002_re_s23-03v01.jpg,images
2004.19.2.47,博物馆,亚伯达大学,museum
2004.19.1.1.16,图片,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_016_s21-03v01.jpg,images
2005.5.57,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_057_s19-12v01.jpg,images
2005.5.624,博物馆,亚伯达大学,museum
2005.5.227,图片,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_227_ve_s19-12v01.jpg,images
2005.5.363.1,博物馆,亚伯达大学,museum
