Subject,Predicate,Object,ObjectLabel
S1987.274,博物馆,史密斯,museum
S2003.8.3802,博物馆,史密斯,museum
S2003.8.2843,博物馆,史密斯,museum
F1887.15,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-6202_06,images
S2003.8.2484a-b,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7608_22,images
S2003.8.3718,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7977_20,images
S2003.8.2754,博物馆,史密斯,museum
S2012.9.3214,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7816_06,images
FSC-P-4330,博物馆,史密斯,museum
S1995.16a-b,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7408_07,images
S2006.11,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7219_06-000001,images
FSC-P-6542,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P6542-1,images
F1953.26,博物馆,史密斯,museum
FSC-P-5486,博物馆,史密斯,museum
F1909.673,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8451_05,images
S2003.8.2862,博物馆,史密斯,museum
F1944.13,博物馆,史密斯,museum
FSC-P-5422,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-5422V,images
F1907.51a-b,博物馆,史密斯,museum
F1984.38.2a-c,博物馆,史密斯,museum
F1916.128,博物馆,史密斯,museum
F1903.283,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8535_01,images
F1911.608,博物馆,史密斯,museum
F1913.177,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7740_09,images
F1947.15a-b,博物馆,史密斯,museum
FSC-P-3853,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-3853,images
S1995.44,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7408_29,images
S2003.8.1631,博物馆,史密斯,museum
S2018.1.61,博物馆,史密斯,museum
FSC-P-4313,博物馆,史密斯,museum
S2003.8.155,博物馆,史密斯,museum
S2003.8.783,博物馆,史密斯,museum
S2003.8.1427,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7702_10,images
S2003.8.2820,博物馆,史密斯,museum
FSC-P-4419,博物馆,史密斯,museum
FSC-P-3456,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-3456_1,images
F1904.437,博物馆,史密斯,museum
S2003.8.3743.1,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8313_09,images
FSC-P-4447,博物馆,史密斯,museum
F1918.49a-e,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8166_04,images
S2006.29,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2006.29_001-000001,images
FSC-P-5353,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-5353_1,images
FSC-P-4931,博物馆,史密斯,museum
S2003.8.2883,博物馆,史密斯,museum
S2003.8.162,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7598_02,images
S2003.8.2385,博物馆,史密斯,museum
F1909.686,博物馆,史密斯,museum
F1902.80,博物馆,史密斯,museum
F1893.60,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-5322_07,images
FSC-P-6632,博物馆,史密斯,museum
FSC-P-4994,博物馆,史密斯,museum
S2003.8.3065,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7501_38,images
S2021.5.613,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2021.5.613_001,images
FSC-P-6532,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P6532-1,images
F1998.47,博物馆,史密斯,museum
S2003.8.1621,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7703_13,images
F1899.36,博物馆,史密斯,museum
FSC-P-6989a-i,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-6989a-i_004,images
F1900.77a-b,博物馆,史密斯,museum
FSC-P-6521,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P6521-1,images
F1908.45.7a,博物馆,史密斯,museum
S1995.46,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7408_31,images
FSC-P-5685,博物馆,史密斯,museum
S2003.8.428,博物馆,史密斯,museum
S2003.8.3663,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7793_09,images
S2003.8.1912,博物馆,史密斯,museum
S2021.5.405,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2021.5.405_001,images
S2003.8.3752.8,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8310_23,images
S2014.17.98,博物馆,史密斯,museum
F1904.362,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7970_12,images
S2003.8.1310,博物馆,史密斯,museum
S2003.8.218,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7593_01,images
FSC-P-6345,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-6345_1,images
S2003.8.3464,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7897_03,images
F2001.2a-d,博物馆,史密斯,museum
S2021.1.24.1-5,博物馆,史密斯,museum
S2003.8.2417,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8213_04,images
FSC-P-6656,博物馆,史密斯,museum
S2003.8.2085,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7976_18,images
S2019.6.2.1-12,博物馆,史密斯,museum
F1982.24a-d,博物馆,史密斯,museum
S2003.8.2780,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7541_14,images
F2008.2a-c,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7380_47,images
S2019.3.28,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2019.3.28_001,images
S2003.8.2775,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7962_12,images
FSC-P-5773,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-5773_1,images
S2012.9.4543,博物馆,史密斯,museum
FSC-P-4975,博物馆,史密斯,museum
FSC-GR-705.35,博物馆,史密斯,museum
S2003.8.2379,博物馆,史密斯,museum
S2003.8.326,博物馆,史密斯,museum
S2003.8.402,博物馆,史密斯,museum
S2007.31,博物馆,史密斯,museum
FSC-P-6289,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-6289,images
S2013.2.7,博物馆,史密斯,museum
S2003.8.1845,博物馆,史密斯,museum
S2004.66,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-6671_01,images
F2019.3.23a-c,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F2019.3.23a-c_001,images
S2003.8.233,博物馆,史密斯,museum
S2003.8.3793,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8367_16,images
S2003.8.178a-b,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8191_09,images
FSC-GR-780.927.1-2,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-GR-780.927.1_18,images
S2018.1.78,博物馆,史密斯,museum
S2003.8.3231,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7814_25,images
FSC-P-5003,博物馆,史密斯,museum
S2003.8.537,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7594_31,images
FSC-P-5396,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-5396.2,images
F1900.72a-b,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-5649_10,images
S2003.8.2406,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7885_05,images
S2012.9.1458,博物馆,史密斯,museum
S2003.8.1144,博物馆,史密斯,museum
S1987.14,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-6077_08,images
S2003.8.935,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7533_35,images
FSC-P-6518,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P6518-1,images
S2003.8.54,博物馆,史密斯,museum
S2003.8.259,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7593_08,images
S2003.8.2082,博物馆,史密斯,museum
S2019.6.26,博物馆,史密斯,museum
S2003.8.137,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7614_03,images
S2003.8.1471,博物馆,史密斯,museum
S2003.8.1023,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7911_12,images
S1995.118.1,博物馆,史密斯,museum
S2003.8.2619,博物馆,史密斯,museum
F1896.97,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-5646_03,images
S2003.8.2519,博物馆,史密斯,museum
S2003.8.953,博物馆,史密斯,museum
FSC-P-4341,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-4341V,images
S2003.8.3231,博物馆,史密斯,museum
FSC-P-6735,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC_P_6735,images
S2012.9.4739,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8127_14,images
S2003.8.2254,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7963_30,images
S2003.8.3202,博物馆,史密斯,museum
S2003.8.2727,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7813_09,images
S2003.8.1643,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7703_14,images
S2003.8.1846,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7514_07,images
S2003.8.1203,博物馆,史密斯,museum
S2003.8.3472,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8209_32,images
F1961.10a-m,博物馆,史密斯,museum
F1904.330,博物馆,史密斯,museum
S2003.8.2798,博物馆,史密斯,museum
S2003.8.3191,博物馆,史密斯,museum
S2003.8.778,博物馆,史密斯,museum
S2003.8.306,博物馆,史密斯,museum
S2003.8.150,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7610_04,images
F1919.125,博物馆,史密斯,museum
FSC-P-5460,博物馆,史密斯,museum
S2003.8.363,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7686_20,images
F1990.18,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7512_26,images
F1907.50a-b,博物馆,史密斯,museum
FSC-P-4326,博物馆,史密斯,museum
S2003.8.35,博物馆,史密斯,museum
S2018.33,博物馆,史密斯,museum
S2003.8.1181,博物馆,史密斯,museum
F2017.5a-c,博物馆,史密斯,museum
FSC-P-6878.1,博物馆,史密斯,museum
S2003.8.1824,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7567_35,images
S2003.8.195,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2003.8.195_001,images
F1900.47,博物馆,史密斯,museum
S2018.1.40,博物馆,史密斯,museum
S2003.8.882,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7545_21,images
FSC-P-3219,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-3219_1,images
S2003.8.204,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7984_06,images
S2003.8.2008,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7516_05,images
S2020.5.12,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-ELS2017.2.34,images
S2003.8.2101,博物馆,史密斯,museum
S2003.8.2438,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7697_25,images
S2003.8.201,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7984_03,images
S2003.8.604,博物馆,史密斯,museum
S2018.2.82,博物馆,史密斯,museum
S1990.72,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7417_06,images
FSC-P-6635,博物馆,史密斯,museum
S2003.8.999,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7557_29,images
S2003.8.1719,博物馆,史密斯,museum
S2017.57.9,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7601_25,images
S2021.5.43a-c,博物馆,史密斯,museum
S2003.8.3555,博物馆,史密斯,museum
S2003.8.436,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7662_18,images
FSC-P-4150,博物馆,史密斯,museum
FSC-P-6465,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-6465v1,images
FSC-P-6539,博物馆,史密斯,museum
S2018.2.293,博物馆,史密斯,museum
FSC-P-6642,博物馆,史密斯,museum
S2003.8.1913,博物馆,史密斯,museum
FSC-P-5388,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-5388-1,images
S2003.8.426,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7577_19,images
S2003.8.948,博物馆,史密斯,museum
F1907.104a-b,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-5975_01,images
S2003.8.2437,博物馆,史密斯,museum
S2003.8.3239a-c,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7975_16,images
S2018.2.324,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2018.2.324_001,images
FSC-P-4550,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-4550,images
FSC-P-5698,博物馆,史密斯,museum
S2003.8.3525,博物馆,史密斯,museum
S2003.8.1058,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7910_01,images
S2003.8.468,博物馆,史密斯,museum
FSC-P-4559,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-4559,images
FSC-P-5004,博物馆,史密斯,museum
F1915.279,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7869_02,images
F1923.7,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-5838_10,images
FSC-P-5706,博物馆,史密斯,museum
S2003.8.1689,博物馆,史密斯,museum
S2003.8.751,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7561_26,images
FSC-P-4485,博物馆,史密斯,museum
S2003.8.1030,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7925_24,images
FSC-X-9a-d,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8505_21,images
S2003.8.2423,博物馆,史密斯,museum
FSC-P-6332,博物馆,史密斯,museum
S2003.8.2413,博物馆,史密斯,museum
FSC-P-6727,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC_P_6727,images
F1887.26,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8078_02,images
F1965.24,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8089_14,images
FSC-P-6998a-j,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-6998a-j_004,images
S2003.8.2840,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7682_29,images
S2003.8.3689,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7938_38,images
FSC-P-5458,博物馆,史密斯,museum
S2003.8.1243,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7538_26,images
FSC-L-69.1a-l-12a-c,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-L-69.1a-l-12a-c_005,images
FSC-P-6636,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-6636_1,images
FSC-P-5390,博物馆,史密斯,museum
FSC-P-4963,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC_P_4963,images
S2003.8.3099,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7597_20,images
F1978.1-2,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F1978.1-2_005,images
F1887.22,博物馆,史密斯,museum
S2003.8.1093,博物馆,史密斯,museum
S2003.8.919,博物馆,史密斯,museum
F1902.197,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-6716_01,images
F1902.73,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7352_18,images
FSC-GR-705.12,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8396_27,images
S2003.8.2625,博物馆,史密斯,museum
S2003.8.3302,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7958_27,images
S2003.8.1672,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7956_12,images
S2003.8.545,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7543_04,images
S2003.8.1149,博物馆,史密斯,museum
S2012.9.4092,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7717_24,images
F1917.183,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8019_27,images
F1939.75,博物馆,史密斯,museum
F1913.163,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7739_19,images
FSC-P-4412,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-4412V,images
F1919.127a-b,博物馆,史密斯,museum
F2016.20.8a-b,博物馆,史密斯,museum
S2003.8.1747,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7954_24,images
FSC-P-5382,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-5382_1,images
FSC-P-3214,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-3214_1,images
S2003.8.912,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7526_39,images
S2003.8.96,博物馆,史密斯,museum
F1904.327,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7772_19,images
S2012.9.2697,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2012.9.2697_001,images
S2003.8.2921,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7658_28,images
F1913.40,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-5784_05,images
S2003.8.1670,博物馆,史密斯,museum
F1916.532,博物馆,史密斯,museum
FSC-P-4561,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-4561,images
S2003.8.3225,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7569_37,images
F1911.596,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8542_20,images
FSC-P-6878.1,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-fscp6878.1.v1,images
S2003.8.2198,博物馆,史密斯,museum
S2003.8.525,博物馆,史密斯,museum
S2019.3.1575,博物馆,史密斯,museum
S2003.8.2577,博物馆,史密斯,museum
FSC-P-5409,博物馆,史密斯,museum
FSC-P-4334,博物馆,史密斯,museum
FSC-P-5717,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-5717_1,images
F1927.5,博物馆,史密斯,museum
F1911.156x,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7412_30,images
S2013.2.44,博物馆,史密斯,museum
FSC-P-5757,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-5757_1,images
S2003.8.2192,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7634_34,images
S2003.8.2595,博物馆,史密斯,museum
S2003.8.3688,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7938_37,images
S2003.8.3209,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7930_08,images
S2003.8.3031,博物馆,史密斯,museum
F2006.5,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7198_07,images
S1997.92,博物馆,史密斯,museum
FSC-P-4952,博物馆,史密斯,museum
S2003.8.1760,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7811_24,images
F1954.118a-d,博物馆,史密斯,museum
S2003.8.1948,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7439_24,images
S2006.20,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2006.20_001,images
S2003.8.2191,博物馆,史密斯,museum
FSC-P-6343,博物馆,史密斯,museum
S2003.8.3377,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7966_19,images
FSC-P-5479,博物馆,史密斯,museum
S2003.8.225,博物馆,史密斯,museum
S2004.66,博物馆,史密斯,museum
F1990.4,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-6554_04,images
FSC-P-4534,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-4534,images
S2003.8.586,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2003.8.586_001,images
F1939.61a-b,博物馆,史密斯,museum
S2003.8.1428,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7702_11,images
S2003.8.1549,博物馆,史密斯,museum
S2019.3.1894,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2019.3.1894_001,images
S2003.8.1296,博物馆,史密斯,museum
F1904.372,博物馆,史密斯,museum
S2003.8.1466,博物馆,史密斯,museum
S2019.3.1900,博物馆,史密斯,museum
FSC-M-77,博物馆,史密斯,museum
S1993.46,博物馆,史密斯,museum
S2003.8.3489,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7516_36,images
S2003.8.2397,博物馆,史密斯,museum
FSC-T-63a-c,博物馆,史密斯,museum
S2003.8.1994,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7964_16,images
S2003.8.3162,博物馆,史密斯,museum
S1994.56a-d,博物馆,史密斯,museum
S2004.24,博物馆,史密斯,museum
FSC-P-3847,博物馆,史密斯,museum
S2003.8.1656,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7955_13,images
F1979.14,博物馆,史密斯,museum
F2019.3.23a-c,博物馆,史密斯,museum
S2017.57.8,博物馆,史密斯,museum
S1995.38,博物馆,史密斯,museum
F1957.24,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F1957.24_004,images
F1911.70,博物馆,史密斯,museum
S2004.95,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2004.95_001-000001,images
F1951.4a-b,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F1951.4a-b_001,images
FSC-P-6298,博物馆,史密斯,museum
FSC-P-4347,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-4347V,images
S2003.8.1456,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7610_12,images
S2003.8.921,博物馆,史密斯,museum
S2003.8.2978,博物馆,史密斯,museum
S2003.8.2254,博物馆,史密斯,museum
FSC-P-5450,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-5450V,images
S2003.8.3545,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7714_06,images
FSC-P-6623,博物馆,史密斯,museum
F1942.5,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-6346_07,images
F1906.29,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-5796_11,images
S2003.8.3198,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7704_05,images
F1905.177,博物馆,史密斯,museum
S2003.8.2116,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7697_04,images
S2012.9.424,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7671_31,images
S2003.8.1092,博物馆,史密斯,museum
FSC-P-4325,博物馆,史密斯,museum
F1934.24.1-17,博物馆,史密斯,museum
S2003.8.2403,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7650_29,images
FSC-P-6462,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-6462v1,images
S2003.8.3700,博物馆,史密斯,museum
F1903.46a-b,博物馆,史密斯,museum
F1993.15.52,博物馆,史密斯,museum
S2003.8.1375.24,博物馆,史密斯,museum
F1908.45.13,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8354_05,images
F1958.2,博物馆,史密斯,museum
FSC-P-3455,博物馆,史密斯,museum
S2003.8.3077,博物馆,史密斯,museum
F1916.189,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-5781_11,images
S2003.8.2044,博物馆,史密斯,museum
FSC-P-5358,博物馆,史密斯,museum
F1997.13,博物馆,史密斯,museum
S2003.8.2020,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7516_18,images
F1908.45.1a-j,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8353_03,images
S2019.3.1134,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2019.3.1134_001,images
FSC-P-4897,博物馆,史密斯,museum
F1965.24,博物馆,史密斯,museum
F1951.14a-d,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F1951.14a-d_001,images
F1909.369,博物馆,史密斯,museum
F2018.4.19a-d,博物馆,史密斯,museum
S2003.8.2386,博物馆,史密斯,museum
S2003.8.3833.48,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7827_23,images
F1911.156p,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7412_22,images
FSC-P-5798,博物馆,史密斯,museum
S2003.8.798,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7556_23,images
FSC-P-5749,博物馆,史密斯,museum
S2003.8.2130,博物馆,史密斯,museum
FSC-P-4529,博物馆,史密斯,museum
S2004.65,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7869_15,images
S2019.6.22,博物馆,史密斯,museum
FSC-P-5032,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC_P_5032,images
S2003.8.597,博物馆,史密斯,museum
F1918.165,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7360_35,images
S2003.8.1971,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7521_09,images
S2003.8.1538,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7696_25,images
FSC-P-4409,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-4409,images
S2003.8.3130,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7598_26,images
FSC-P-4496,博物馆,史密斯,museum
S2003.8.2024,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7516_22,images
