Subject,Predicate,Object,ObjectLabel
F1917.423,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7869_12,images
S2013.2.77.2,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7428_21,images
S2003.8.2054,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7539_20,images
F1894.3a-b,博物馆,史密斯,museum
F1916.543,博物馆,史密斯,museum
S1990.11,博物馆,史密斯,museum
FSC-P-4898,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC_P_4898,images
F1924.7,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8077_08,images
FSC-P-3104,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-3104_1,images
S2003.8.1567,博物馆,史密斯,museum
FSC-P-4498,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-4498,images
S2003.8.125,博物馆,史密斯,museum
S2021.5.289,博物馆,史密斯,museum
S2003.8.2527,博物馆,史密斯,museum
FSC-P-5006,博物馆,史密斯,museum
S2003.8.1815,博物馆,史密斯,museum
S1992.35,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S1992.35_001,images
S2003.8.3167,博物馆,史密斯,museum
S2003.8.2491,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7688_23,images
S2003.8.3346,博物馆,史密斯,museum
FSC-P-4933,博物馆,史密斯,museum
F1991.53,博物馆,史密斯,museum
S2003.8.2790.31,博物馆,史密斯,museum
S2003.8.599,博物馆,史密斯,museum
S2003.8.3754,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8341_02,images
FSC-P-6996a-g,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-6996a-g_006,images
S2003.8.213,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2003.8.213_001,images
F1980.19,博物馆,史密斯,museum
S2003.8.3753,博物馆,史密斯,museum
FSC-T-35a-c,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-T-35a-c_002,images
F1930.84,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F1930.84_001,images
F1954.57,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7341_05,images
F1937.6.1-33,博物馆,史密斯,museum
S2003.8.1419,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7731_15,images
S2003.8.2804,博物馆,史密斯,museum
FSC-T-27,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-T-27_1-000001,images
S2003.8.63,博物馆,史密斯,museum
S2004.93,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2004.93_001-000001,images
S1987.124,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8099_19,images
S2019.6.32,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2019.6.32_001,images
S2003.8.2726,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7813_08,images
FSC-GR-705.2,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8251_05,images
F1913.162,博物馆,史密斯,museum
S2003.8.3092,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7568_14,images
S2003.8.457,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7582_10,images
FSC-O-53,博物馆,史密斯,museum
FSC-P-3681,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-3681_1-000001,images
F1913.151,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7814_02,images
FSC-P-6349,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-6349_1,images
S2003.8.1521,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7440_14,images
FSC-P-5747,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-5747_1,images
S2003.8.3054,博物馆,史密斯,museum
F1954.36,博物馆,史密斯,museum
S2003.8.470,博物馆,史密斯,museum
FSC-P-6314,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-6314_1,images
S2003.8.2999,博物馆,史密斯,museum
F1916.686n,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8544_31,images
S1986.44.1,博物馆,史密斯,museum
S2003.8.3833.45,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7827_20,images
S2003.8.2804,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7682_19,images
S2003.8.1852,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7520_32,images
F1902.264,博物馆,史密斯,museum
FSC-P-5791,博物馆,史密斯,museum
S2003.8.3524,博物馆,史密斯,museum
FSC-P-4317,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-4317,images
F1986.23,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-6333_09,images
S2003.8.366,博物馆,史密斯,museum
S2012.9.380,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7719_21,images
F1916.629,博物馆,史密斯,museum
S2003.8.3820a-c,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7814_30,images
F1939.47a,博物馆,史密斯,museum
S2003.8.2457,博物馆,史密斯,museum
S2003.8.1462,博物馆,史密斯,museum
F1994.18a-b,博物馆,史密斯,museum
F1916.698,博物馆,史密斯,museum
S2003.8.2010,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7516_07,images
FSC-P-4544,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-4544,images
F1916.77,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-5779_02,images
FSC-P-4352,博物馆,史密斯,museum
S2003.8.1490,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7439_04,images
F1980.191a-c,博物馆,史密斯,museum
S2003.8.3119,博物馆,史密斯,museum
S2003.8.3715,博物馆,史密斯,museum
S2003.8.771,博物馆,史密斯,museum
F1917.436,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7360_25,images
FSC-P-5338,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-5338_1,images
F1894.5,博物馆,史密斯,museum
S2013.29.1,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7620_13,images
FSC-P-6516,博物馆,史密斯,museum
S2003.8.1922,博物馆,史密斯,museum
S2003.8.2641,博物馆,史密斯,museum
S2003.8.768,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7555_26,images
S2003.8.2146,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8196_07,images
FSC-P-5323,博物馆,史密斯,museum
S2003.8.2888,博物馆,史密斯,museum
S2003.8.848,博物馆,史密斯,museum
F1902.180,博物馆,史密斯,museum
S2003.8.3681,博物馆,史密斯,museum
S2003.8.664,博物馆,史密斯,museum
S2003.8.2719a-c,博物馆,史密斯,museum
F1930.41,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-6222_01,images
S2003.8.2059,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7539_25,images
S2003.8.2186,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7634_28,images
S2003.8.3455,博物馆,史密斯,museum
FSC-P-5417,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-5417R,images
S2003.8.482,博物馆,史密斯,museum
S2003.8.1531,博物馆,史密斯,museum
F1899.96,博物馆,史密斯,museum
FSC-P-4956,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC_P_4956,images
S2003.8.2782,博物馆,史密斯,museum
FSC-P-4419,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-4419,images
S2003.8.404,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7662_11,images
F1953.89,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-5449_09,images
FSC-P-4377,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-4377V,images
S2003.8.1431,博物馆,史密斯,museum
S2003.8.2859,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7580_02,images
S2003.8.1473,博物馆,史密斯,museum
S2003.8.1185,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7547_20,images
S2003.8.393,博物馆,史密斯,museum
S2003.8.13,博物馆,史密斯,museum
S2003.8.639,博物馆,史密斯,museum
S2003.8.2646,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7698_14,images
F1911.318,博物馆,史密斯,museum
F1898.110,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F1898.110_002,images
S2003.8.1682,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8191_29,images
S2003.8.2686,博物馆,史密斯,museum
F1939.46b,博物馆,史密斯,museum
S2013.23a-e,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7615_24,images
F1902.218,博物馆,史密斯,museum
FSC-P-6423,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-6423v1,images
S2003.8.142,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7788_13,images
S2003.8.3330,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7962_27,images
S2003.8.1301,博物馆,史密斯,museum
F1893.61,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-5322_08,images
S2003.8.2066,博物馆,史密斯,museum
S2003.8.654,博物馆,史密斯,museum
S2003.8.1707,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7949_18,images
FSC-P-5465,博物馆,史密斯,museum
FSC-P-5733,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-5733_1,images
F1893.11b,博物馆,史密斯,museum
FSC-T-4,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-T-4_002,images
S2013.2.46.1a-b,博物馆,史密斯,museum
S2003.8.346,博物馆,史密斯,museum
F1916.549,博物馆,史密斯,museum
S2003.8.2388,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7581_10,images
S2003.8.1198,博物馆,史密斯,museum
S2003.8.552,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7554_03,images
FSC-P-5778,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-5778_1,images
F1909.201,博物馆,史密斯,museum
S2003.8.1029,博物馆,史密斯,museum
FSC-P-6730,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC_P_6730,images
FSC-P-5325,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-5325V,images
F1893.74,博物馆,史密斯,museum
S2003.8.2723,博物馆,史密斯,museum
S2003.8.3078a-c,博物馆,史密斯,museum
S2003.8.3288,博物馆,史密斯,museum
S2003.8.265,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7593_18,images
S2003.8.3386,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7966_27,images
FSC-P-4150,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-4150,images
S2003.8.2916,博物馆,史密斯,museum
S2003.8.1619,博物馆,史密斯,museum
S2003.8.415,博物馆,史密斯,museum
S2003.8.45,博物馆,史密斯,museum
S2019.3.24,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2019.3.24_001,images
S2003.8.2713,博物馆,史密斯,museum
FSC-P-6598,博物馆,史密斯,museum
S2003.8.104,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7730_04,images
S2003.8.2328,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7612_15,images
S2003.8.2402,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7581_25,images
S1995.31,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7408_16,images
S2003.8.814,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7557_01,images
S2003.8.2384,博物馆,史密斯,museum
F1901.49,博物馆,史密斯,museum
F1902.73,博物馆,史密斯,museum
F1903.188,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-6716_02,images
S2003.8.1123,博物馆,史密斯,museum
S2003.8.307,博物馆,史密斯,museum
S2003.8.876,博物馆,史密斯,museum
S2003.8.3024,博物馆,史密斯,museum
S2003.8.3449,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8209_28,images
F1953.29,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7400_49,images
FSC-P-5787,博物馆,史密斯,museum
S2003.8.1285,博物馆,史密斯,museum
FSC-T-19,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-T-19_1-000001,images
S2016.26,博物馆,史密斯,museum
F1907.291,博物馆,史密斯,museum
S2003.8.2326,博物馆,史密斯,museum
FSC-P-4311,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-4311V,images
S2003.8.1731,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7954_19,images
S2006.11,博物馆,史密斯,museum
FSC-P-5695,博物馆,史密斯,museum
S2003.8.3833.41,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7827_16,images
FSC-GR-705.42,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8397_26,images
S2003.8.3283,博物馆,史密斯,museum
F1936.7,博物馆,史密斯,museum
F2019.5.3.1-2,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F2019.5.3.1a-g-2a-n_008,images
FSC-P-4916,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC_P_4916,images
FSC-P-6590,博物馆,史密斯,museum
F1902.230,博物馆,史密斯,museum
S2004.57,博物馆,史密斯,museum
S2003.8.2950,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7628_34,images
S2003.8.598,博物馆,史密斯,museum
S1995.1,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7407_46,images
S2003.8.2071,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7568_11,images
S2003.8.2930,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7659_17,images
FSC-P-4893,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC_P_4893,images
S2009.2,博物馆,史密斯,museum
S2003.8.1041,博物馆,史密斯,museum
FSC-P-5767,博物馆,史密斯,museum
FSC-P-4477,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-4477,images
F1918.49a-e,博物馆,史密斯,museum
F1893.43,博物馆,史密斯,museum
FSC-P-6484,博物馆,史密斯,museum
S1986.40,博物馆,史密斯,museum
S2020.5.6,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-ELS2017.2.18_001,images
S2003.8.2889,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7658_17,images
S2003.8.1276,博物馆,史密斯,museum
F1997.27.1-23a-b,博物馆,史密斯,museum
S2003.8.2012,博物馆,史密斯,museum
S2003.8.2228,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8196_12,images
F1917.148,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7869_03,images
S2003.8.1335,博物馆,史密斯,museum
S2003.8.526,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7076_08,images
FSC-P-4307,博物馆,史密斯,museum
FSC-P-4974,博物馆,史密斯,museum
F1915.275,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8546_14,images
FSC-P-4898,博物馆,史密斯,museum
S2003.8.2580,博物馆,史密斯,museum
F1916.652,博物馆,史密斯,museum
F1916.571a,博物馆,史密斯,museum
FSC-L-36a-c,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-L-36a-c_001,images
S2003.8.1463,博物馆,史密斯,museum
S2009.2,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7379_28,images
FSC-P-5415,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-5415R,images
S2003.8.2760,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7813_26,images
S2003.8.3558,博物馆,史密斯,museum
S2003.8.844,博物馆,史密斯,museum
S2003.8.92,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7610_03,images
S2003.8.2766a-b,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8213_10,images
FSC-P-4319,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-4319,images
F1915.261,博物馆,史密斯,museum
S2018.41.1-7,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7600_32,images
S2003.8.1567,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7540_12,images
F1893.11b,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-1229_01H_frame,images
S2003.8.1043,博物馆,史密斯,museum
S2003.8.991,博物馆,史密斯,museum
S1987.130,博物馆,史密斯,museum
S2003.8.38,博物馆,史密斯,museum
S1987.140,博物馆,史密斯,museum
F1998.76.77,博物馆,史密斯,museum
S2003.8.2095,博物馆,史密斯,museum
S2003.8.3786,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8371_15,images
S2003.8.937,博物馆,史密斯,museum
S2013.2.63,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2013.2.63_001,images
F1906.56b,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8339_07,images
S2003.8.2360,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7965_13,images
S2003.8.37,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7712_09,images
FSC-P-6978.1a-g-3a-t,博物馆,史密斯,museum
S2003.8.1766,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7812_02,images
S2003.8.2,博物馆,史密斯,museum
FSC-GR-705.13,博物馆,史密斯,museum
S2021.5.415,博物馆,史密斯,museum
S2003.8.193,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7632_15,images
S2003.8.2618,博物馆,史密斯,museum
FSC-P-6418,博物馆,史密斯,museum
FSC-P-6417,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-6417v1,images
FSC-P-5685,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-5685_1,images
FSC-P-5393,博物馆,史密斯,museum
FSC-P-6463,博物馆,史密斯,museum
FSC-P-5021,博物馆,史密斯,museum
S2021.5.58,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2021.5.58_001,images
S2003.8.1875,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7568_05,images
S2003.8.2550,博物馆,史密斯,museum
S2003.8.2494,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7688_26,images
S2003.8.3698,博物馆,史密斯,museum
S2003.8.39,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7712_12,images
FSC-P-5012,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC_P_5012,images
FSC-P-4310,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-4310V,images
F1909.149,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8354_09,images
F1973.13,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7926_39,images
S2003.8.3833.25,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7826_29,images
FSC-P-6507,博物馆,史密斯,museum
S2003.8.2861,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7628_08,images
FSC-L-46.1a-b-5a-b,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-L-46.1a-b-5a-b_001,images
FSC-T-52a-c,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-T-52a-c_002,images
S2003.8.2028,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7516_25,images
S2003.8.171,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7604_19,images
S2003.8.3165,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7568_21,images
FSC-P-6325,博物馆,史密斯,museum
S2003.8.11,博物馆,史密斯,museum
F1913.154,博物馆,史密斯,museum
S2003.8.510,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8032_26,images
FSC-P-4497,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-4497,images
F1928.7,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7394_17,images
S2003.8.474,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7582_26,images
S2003.8.909,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7526_35,images
S2022.4.3,博物馆,史密斯,museum
S2003.8.2498,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7889_21,images
S2003.8.804,博物馆,史密斯,museum
FSC-P-5811,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-5811_1,images
S2003.8.649,博物馆,史密斯,museum
S2003.8.936,博物馆,史密斯,museum
S2020.5.11a-d,博物馆,史密斯,museum
F1904.362,博物馆,史密斯,museum
S2003.8.2232,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8196_16,images
S2003.8.955,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7557_15,images
S2003.8.2616,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7812_19,images
S1995.68,博物馆,史密斯,museum
S2003.8.1933,博物馆,史密斯,museum
FSC-P-5476,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-5476V,images
S2003.8.951,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7527_40,images
S2003.8.3510,博物馆,史密斯,museum
F1944.56,博物馆,史密斯,museum
S2003.8.1271,博物馆,史密斯,museum
S2003.8.301,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7537_20,images
S2003.8.2938,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7628_20,images
S2017.44.1-2a-e,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7601_13,images
F1945.15,博物馆,史密斯,museum
S2003.8.61,博物馆,史密斯,museum
S2003.8.140,博物馆,史密斯,museum
S2003.8.3271,博物馆,史密斯,museum
S2003.8.2956,博物馆,史密斯,museum
S2003.8.2734,博物馆,史密斯,museum
S2003.8.2471,博物馆,史密斯,museum
S2003.8.3742.9,博物馆,史密斯,museum
F1907.127,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F1907.127_001,images
F1930.54a-b,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F1930.54a-b_001,images
F1909.98,博物馆,史密斯,museum
F1916.518,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-5754_07,images
S2018.2.67,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2018.2.67_001,images
FSC-GR-705.9,博物馆,史密斯,museum
S2003.8.2167,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7634_09,images
FSC-GR-705.39,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8397_23,images
S1995.23a-c,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7457_37,images
F2021.4.7.2,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F2021.4.7.2_001,images
S2003.8.101,博物馆,史密斯,museum
F1907.84a-b,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8228_12,images
S2003.8.1662,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7956_01,images
F1962.31,博物馆,史密斯,museum
F1916.672,博物馆,史密斯,museum
S2003.8.383,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7520_24,images
S2017.14,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2017.14_001,images
S2003.8.2945,博物馆,史密斯,museum
F1980.193a-b,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7761_16,images
FSC-P-5018,博物馆,史密斯,museum
S2003.8.2019,博物馆,史密斯,museum
FSC-P-6490,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P6490-1,images
FSC-P-5809,博物馆,史密斯,museum
S2003.8.1025,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7925_18,images
S2003.8.419,博物馆,史密斯,museum
S2003.8.82,博物馆,史密斯,museum
FSC-P-6959,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-6959_1,images
FSC-P-6998a-j,博物馆,史密斯,museum
S1987.685,博物馆,史密斯,museum
FSC-P-3462,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-3462_1,images
FSC-GR-705.51,博物馆,史密斯,museum
S2003.8.1527,博物馆,史密斯,museum
FSC-P-6327,博物馆,史密斯,museum
S2003.8.2160,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7658_01,images
S2003.8.3424,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7609_16,images
F1944.22a-k,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7245_03,images
FSC-P-6315,博物馆,史密斯,museum
S2003.8.2166,博物馆,史密斯,museum
F1915.321,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7814_06,images
S1988.44,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7420_10,images
S2003.8.2950,博物馆,史密斯,museum
S2021.5.285,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2021.5.285_001,images
FSC-P-6727,博物馆,史密斯,museum
S2003.8.1651,博物馆,史密斯,museum
FSC-P-6587,博物馆,史密斯,museum
S2003.8.509,博物馆,史密斯,museum
S2004.3.183,博物馆,史密斯,museum
S2003.8.1148,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7546_24,images
S2003.8.972,博物馆,史密斯,museum
S2003.8.2165,博物馆,史密斯,museum
S2003.8.1809,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7626_05,images
S2003.8.2870,博物馆,史密斯,museum
S1991.7,博物馆,史密斯,museum
S2006.26,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7869_19,images
FSC-P-3455,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC-P-3455_1,images
S2003.8.2173,博物馆,史密斯,museum
S2003.8.471,博物馆,史密斯,museum
FSC-P-4912,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-FSC_P_4912,images
F1911.171,博物馆,史密斯,museum
S2012.9.380,博物馆,史密斯,museum
FSC-P-4983,博物馆,史密斯,museum
S2003.8.3058,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7566_35,images
F1916.654,博物馆,史密斯,museum
FSC-P-4971,博物馆,史密斯,museum
S2003.8.890,博物馆,史密斯,museum
S2013.2.383,博物馆,史密斯,museum
F1906.192,博物馆,史密斯,museum
S2003.8.3353,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7629_25,images
FSC-P-5752,博物馆,史密斯,museum
FSC-T-68a-c,博物馆,史密斯,museum
F2016.20.5a-b,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7906_10,images
S2003.8.1662,博物馆,史密斯,museum
S2013.2.73,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-S2013.2.73_001,images
FSC-P-4479,博物馆,史密斯,museum
S2003.8.1396,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7650_09,images
F1985.16,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-5378_11,images
FSC-P-4949,博物馆,史密斯,museum
S2003.8.2888,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7658_16,images
S2003.8.855,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7544_29,images
F1909.154,博物馆,史密斯,museum
S2003.8.1816,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7539_09,images
S1993.11,博物馆,史密斯,museum
S2003.8.129,博物馆,史密斯,museum
F1947.15a-b,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F1947.15a-b_001,images
FSC-MS-37,图片,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8485_26,images
